ID,STATE,PROPERTYNAME,UNITS_RNTASSTNCE_MSNG_PCT,UNITS_RNTASSTNCE_RPTD_0_PCT,UNITS_RNTASSTNCE_RPTD_GRT0_PCT
36115,OH,RICHWOOD GREENE,0,-4,-4
35392,OH,RIDGEVIEW MANOR I,0,-4,-4
692,OH,RIDGEVIEW MANOR II,0,-4,-4
35340,OH,RIDGEVIEW MANOR III,0,-4,-4
16442,OH,RIDGEWOOD COURT APARTMENTS,0,59.1,40.9
13547,OH,RIDGEWOOD HEIGHTS,0,67.5,32.5
8141,OH,RIDGEWOOD PLACE,0,0,100
27064,OH,RIDGEWOOD VILLAS,0,71.7,28.3
14288,OH,RIEGER HOTEL,0,-4,-4
33421,OH,RIPLEY SCHOOLHOUSE APARTMENTS,0,100,0
23766,OH,RIVER COMMONS II,0,-4,-4
10543,OH,RIVER POINTE APARTMENTS,0,29.7,70.3
16547,OH,RIVERBEND I APARTMENTS,0,36,64
32370,OH,RIVERBEND II APARTMENTS,0,32.5,67.5
36325,OH,RIVERBIRCH GREENE,0,72.5,27.5
37269,OH,RIVERFRONT APARTMENTS,0,68.8,31.2
15389,OH,RIVERLODGE II APARTMENTS,0,59.2,40.8
28152,OH,RIVERLODGE III APARTMENTS,0,60.5,39.5
4790,OH,RIVERSIDE COMMONS I,0,76.3,23.8
9691,OH,RIVERSIDE COMMONS I,0,76.3,23.8
4019,OH,RIVERSIDE COMMONS II,0,-4,-4
31795,OH,RIVERSIDE MANOR APARTMENTS,0,-4,-4
682,OH,RIVERSIDE PARK HOMES,0,100,0
9754,OH,RIVERSIDE PARK PHASE II,0,0,100
16550,OH,RIVERSIDE SENIOR LOFTS,0,-4,-4
23770,OH,RIVERVIEW APARTMENTS,0,-4,-4
26491,OH,RIVERVIEW BLUFFS,0,-4,-4
28267,OH,RIVERVIEW PLACE,0,-4,-4
36694,OH,RIVERVIEW RETIREMENT CENTER,0,-4,-4
37906,OH,ROBIN SPRINGS APARTMENTS,0,29.2,70.8
36740,OH,ROBINSON HOMES EAST,0,59.3,40.7
19285,OH,ROCKEFELLER PARK APARTMENTS,0,10.9,89.1
21007,OH,ROCKFORD VILLA APARTMENTS,0,-4,-4
13706,OH,ROCKPORT APARTMENTS,0,57.7,42.3
33314,OH,ROCKY CREEK APARTMENTS,0,-4,-4
37266,OH,ROLLING RIDGE APARTMENTS,0,-4,-4
799,OH,ROOSEVELT HOMES,0,48.8,51.2
20960,OH,ROOSEVELT HOMES II,0,60,40
36433,OH,ROOTSTOWN VILLAS,0,-4,-4
3290,OH,ROSEWIND,0,-4,-4
3283,OH,ROYAL MALL APARTMENTS,0,-4,-4
2381,OH,RUSSELL'S CROSSING APARTMENTS,0,84.6,15.4
20322,OH,RUSSELL'S PLACE,0,56.3,43.8
14242,OH,SAINT LUKE'S HOSPITAL APARTMENTS PHASE I,0,80.6,19.4
3123,OH,SAINT LUKE'S MANOR PHASE II,0,-4,-4
31790,OH,SALEM SENIOR HOUSING,0,100,0
8969,OH,SALT CREEK VILLAGE APARTMENTS,0,-4,-4
27066,OH,SANCTUARY AT SPRINGBORO,0,100,0
35341,OH,SANDS SENIOR APARTMENTS,0,72.3,27.7
3063,OH,SANDSTONE APARTMENTS,0,68,32
31592,OH,SAVANNAH GARDEN APARTMENTS,0,48.3,51.7
39526,OH,SAWYER MANOR AND TREVITT HEIGHTS,0,6.1,93.9
9752,OH,SAYBROOK ELDERLY II,0,-4,-4
5070,OH,SCHOENBRUNN GREENE,0,60,40
800,OH,SCHOENBRUNN GREENE,0,60,40
3169,OH,SCIOTO VILLAGE APARTMENTS,0,36.7,63.3
12523,OH,SCIOTO WOODS APARTMENTS,0,76.4,23.6
36437,OH,SCIOTO WOODS II APARTMENTS,0,83.1,16.9
8138,OH,SEBRING VILLA,0,-4,-4
16597,OH,SENECA GROVE APARTMENTS,0,-4,-4
23824,OH,SENIOR HOMES OF FINDLAY,0,69.4,30.6
12518,OH,SENIOR VILLAGE AT DAYTON VIEW,0,0,100
10593,OH,SETON KENTON,0,0,100
5120,OH,SETON LANCASTER,0,0,100
7853,OH,SETON SQUARE DOVER II,0,0,100
4794,OH,SETON SQUARE EAST,0,0,100
28203,OH,SETON SQUARE MARION,0,-4,-4
35336,OH,SETON SQUARE WELLSTON,0,0,100
28163,OH,SETON SQUARE ZANESVILLE,0,0,100
9872,OH,SETTLER MILL APARTMENTS,0,-4,-4
15432,OH,SETTLERS RIDGE APARTMENTS,0,85.7,14.3
15382,OH,SHAKER BOULEVARD GARDENS,0,0,100
19234,OH,SHAKER PARK APARTMENTS,0,-4,-4
21948,OH,SHAKER PLACE APARTMENTS,0,0,100
33306,OH,SHANNON GLEN APARTMENTS,0,83.8,16.2
14177,OH,SHARON GLYN,0,70,30
15390,OH,SHARON GREEN TOWNHOMES,0,73.9,26.1
814,OH,SHARP VILLAGE ANNEX,0,50,50
20274,OH,SHAWNEE GROVE,0,55,45
5062,OH,SHAWNEE MEADOWS,0,-4,-4
5008,OH,SHAWNEE PLACE,0,47.1,52.9
21893,OH,"SHAWNEE SQUARE, THE VILLAGE OF",0,-4,-4
14230,OH,SHEFFIELD MEADOWS APARTMENTS,0,51.7,48.3
20958,OH,SHEPARD CROSSING,0,66,34
20900,OH,SHERMAN MANOR,0,89.8,10.2
9862,OH,SHERMAN THOMPSON TOWERS,0,-4,-4
20225,OH,SHILOH APARTMENTS III,0,-4,-4
32463,OH,SHILOH VILLAGE,0,90,10
3164,OH,SHILOH VILLAS II,0,78.4,21.6
26536,OH,SHILOH VILLAS II,0,78.4,21.6
32464,OH,SHYVILLE SENIOR LIVING,0,-4,-4
9861,OH,SIDNEY VILLAGE APARTMENTS,0,-4,-4
10587,OH,SKIBO HOMES,0,-4,-4
2394,OH,SLAVIC VILLAGE GREEN HOMES I,0,-4,-4
22000,OH,SLAVIC VILLAGE HOMES,0,-4,-4
26011,OH,SOMERSET SENIOR VILLAGE,0,-4,-4
16490,OH,SOUTH AKRON HOMES,0,77.8,22.2
3342,OH,SOUTH COURT SENIOR VILLAS,0,-4,-4
27836,OH,SOUTH EAST SCATTERED SITES,0,61.5,38.5
15333,OH,SOUTH HAVEN WOODS,0,-4,-4
15337,OH,SOUTH POINTE COMMONS,0,0,100
27111,OH,SOUTH TOLEDO HOMES II,0,-4,-4
28211,OH,"SOUTH URBANA RETIREMENT, INC.",0,100,0
7910,OH,SOUTH YOUNGSTOWN HOMES,0,-4,-4
4116,OH,SOUTHEAST AKRON HOMES,0,57.7,42.3
5112,OH,SOUTHEAST TOLEDO HOMES,0,-4,-4
37311,OH,SOUTHERN GATEWAY HOMES,0,52.5,47.5
20173,OH,SOUTHERN HEIGHTS MULTIFAMILY,0,53.6,46.4
39534,OH,SOUTHPOINT APARTMENTS,0,28.8,71.3
19383,OH,SOUTHSIDE HOMES,0,56.3,43.8
7809,OH,SOUTHWICK MANOR,0,61.1,38.9
15381,OH,SPRING HILL APARTMENTS- PHASE III,0,0,100
5017,OH,SPRING HILL APARTMENTS- PHASE III,0,0,100
10591,OH,SPRING HILL APARTMENTS-PHASE I,0,0,100
35284,OH,SPRING HILL APARTMENTS-PHASE I,0,0,100
19283,OH,SPRING HILL APARTMENTS-PHASE II,0,-4,-4
39565,OH,SPRING HILL APARTMENTS-PHASE II,0,-4,-4
16444,OH,SPRING HILL/ MIAMI VILLAGE,0,25.3,74.7
10541,OH,SPRINGBROOK COMMONS APARTMENTS,0,-4,-4
5009,OH,SPRINGDALE SENIOR,0,-4,-4
20849,OH,SPRINGFIELD HOMES,0,74,26
20178,OH,SPRINGFIELD VILLAGE,0,77.5,22.5
27831,OH,SPRUCE BOUGH HOMES,0,-4,-4
39575,OH,ST. AGNES TERRACE APARTMENTS,0,-4,-4
13717,OH,ST. ANTHONY VILLAGE,0,-4,-4
33462,OH,ST. CLAIRSVILLE COURTYARD,0,-4,-4
21896,OH,ST. GEORGE ON THE COMMONS,0,0,100
31745,OH,ST. HEDWIG SENIOR HOUSING,0,0,100
36582,OH,ST. JOHN'S VILLAGE WEST FAMILY HOMES,0,-4,-4
37315,OH,ST. LEONARD CENTER,0,82,18
807,OH,ST. LUCY SENIOR APARTMENTS,0,-4,-4
14241,OH,ST. MARTHA MANOR,0,72.2,27.8
5065,OH,ST. PAUL VILLAGE I,0,-4,-4
25949,OH,ST. PAUL VILLAGE II,0,0,100
39605,OH,ST. RITA SENIOR HOUSING,0,-4,-4
26056,OH,STABLEFORD CROSSING,0,-4,-4
7906,OH,STAUNTON COMMONS,0,-4,-4
691,OH,STAUNTON COMMONS AKA BUCKEYE COMMUNITY APARTMENTS,0,65.9,34.1
39607,OH,STAUNTON COMMONS II,0,-4,-4
10542,OH,STEPHENSON POINTE TOWNHOMES,0,-4,-4
8184,OH,STEUBENVILLE ELDERLY,0,31.3,68.8
26007,OH,STOCKYARD HOMES,0,-4,-4
30692,OH,STONE BRIDGE,0,55,45
8970,OH,STONE RIDGE VILLAGE,0,-4,-4
15434,OH,STONECREST SOUTH APARTMENTS,0,38.3,61.7
36585,OH,STONEGATE PLACE,0,0,100
37804,OH,STONEY POINTE COMMONS,0,-4,-4
9751,OH,STONEY RIDGE ESTATES,0,-4,-4
37317,OH,STONEY RIDGE HOMES,0,53.6,46.4
4064,OH,STORMS CREEK APARTMENTS,0,76,24
31684,OH,STRATFORD EAST APARTMENTS,0,86.1,13.9
26008,OH,STRATFORD PLACE,0,14,86
30699,OH,STREETSBORO FAMILY HOMES,0,0,100
39570,OH,STURBRIDGE GREEN,0,0,100
31694,OH,STYGLER VILLAGE,0,-4,-4
28264,OH,SUGAR TREE TERRACE,0,-4,-4
36734,OH,SUMMERFIELD HOMES,0,-4,-4
9744,OH,SUMMIT LAKE HOMES,0,67.5,32.5
39569,OH,SUMMIT SQUARE APARTMENTS,0,10.4,89.6
30702,OH,SUNBURY HEIGHTS APARTMENTS,0,-4,-4
26492,OH,SUNLIGHT HOMES,0,57.6,42.4
9818,OH,SUNNYVIEW SQUARE APARTMENTS,0,0,100
5116,OH,SUNRISE TERRACE,0,-4,-4
7855,OH,SUNSHINE APARTMENTS,0,0,100
30752,OH,SURREY SQUARE,0,0,100
20176,OH,SWAN COVE APARTMENTS,0,68.4,31.6
36739,OH,SYCAMORE CREEK APARTMENTS,0,-4,-4
36427,OH,SYCAMORE GLEN,0,-4,-4
21900,OH,SYCAMORE HILL APARTMENTS,0,-4,-4
2383,OH,SYCAMORE PLACE,0,54.4,45.6
28206,OH,SYLVANIA SENIOR RESIDENCE,0,-4,-4
21999,OH,TALL TREES APARTMENTS,0,85.7,14.3
37800,OH,TAMARIND SQUARE,0,-4,-4
14178,OH,TANGLEWOOD APARTMENTS,0,-4,-4
36693,OH,TANGLEWOOD LANDINGS APARTMENTS,0,-4,-4
25903,OH,TAYLOR PLACE APARTMENTS,0,-4,-4
39609,OH,TEMPLIN-BRADLEY CO. LOFTS,0,64.7,35.3
3174,OH,TENDER MERCIES 12TH STREET HOUSING,0,-4,-4
31744,OH,TERRACE PLACE,0,-4,-4
28058,OH,TERRACE RIDGE APARTMENTS,0,-4,-4
4746,OH,TERRI MANOR,0,-4,-4
15435,OH,TERRILL SUITES,0,-4,-4
33461,OH,THE APARTMENTS AT ST. RICHARD,0,-4,-4
26004,OH,THE COMMONS AT CHANTRY DBA CHANTRY PLACE,0,29,71
5111,OH,THE COMMONS AT MADALINE PARK,0,-4,-4
37809,OH,THE COMMONS AT MADALINE PARK II,0,-4,-4
30745,OH,THE COMMUNITY GARDENS,0,64,36
23768,OH,THE FORT BARBEE RIVERVIEW,0,-4,-4
21004,OH,THE LAKEWOODS,0,-4,-4
24585,OH,THE LAKEWOODS - PHASE II,0,-4,-4
14336,OH,THE LAKEWOODS - PHASE III,0,-4,-4
4014,OH,THE LOFTS AT COURT AND MAIN,0,-4,-4
22004,OH,THE LOFTS AT LION MILLS,0,58.3,41.7
33304,OH,THE MEADOWS,0,-4,-4
19329,OH,THE MEADOWS AT GRAND LAKES APARTMENTS,0,-4,-4
14135,OH,THE PLAZA,0,-4,-4
37802,OH,THE RESERVE AT MONROE CROSSING,0,-4,-4
37857,OH,THE RESERVE ON SOUTH MARTIN,0,-4,-4
7813,OH,THE RISING AT PHOENIX,0,-4,-4
4069,OH,THE SHEAKLEY CENTER FOR YOUTH,0,0,100
27112,OH,THE VILLAGE AT ARLINGTON,0,65,35
9647,OH,THE VILLAGE AT ARLINGTON II,0,46.7,53.3
37268,OH,THE VILLAGE AT NEW SEASONS,0,48,52
20896,OH,THE VILLAGE AT SKYE MEADOWS,0,-4,-4
19235,OH,THOMASTON WOODS,0,75,25
25850,OH,THORNVILLE MANOR,0,-4,-4
12517,OH,THRESHOLD HOMES,0,56.4,43.6
32475,OH,TIFFIN ESTATES,0,-4,-4
31640,OH,TIFFIN POINTE,0,-4,-4
20853,OH,TIFFIN WEST APARTMENTS,0,81.7,18.3
16498,OH,TIMBER LAKE APARTMENTS,0,39.6,60.4
3119,OH,TIMBER RIDGE APARTMENTS,0,-4,-4
14295,OH,TIMBER RIDGE APARTMENTS,0,-4,-4
33315,OH,TIMBERLAKE APARTMENTS,0,84.2,15.8
4797,OH,TOD'S CROSSING,0,65.6,34.4
20218,OH,TOD'S CROSSING,0,65.6,34.4
31789,OH,TOLEDO PORTFOLIO,0,-4,-4
13554,OH,TOWNE CENTER APARTMENTS,0,46,54
7756,OH,TRABUE CROSSING,0,-4,-4
23762,OH,TRADITIONS,0,50,50
33265,OH,TRAIL WEST APARTMENTS,0,-4,-4
14240,OH,TREEWOOD APARTMENTS,0,45,55
33305,OH,TREMONT GREENE,0,82.9,17.1
14238,OH,TRINITY MANOR APARTMENTS,0,-4,-4
20275,OH,TROON CROSSING,0,63.3,36.7
30799,OH,TROTWOOD HOMES,0,66.1,33.9
7812,OH,TUBMAN TOWERS,0,-4,-4
7761,OH,TUSSING ROAD HOMES,0,72.8,27.2
36746,OH,TWIN TOWERS CROSSING II,0,60,40
7760,OH,TWIN TOWERS PLACE,0,74.4,25.6
37799,OH,TYLER'S CREEK,0,32.9,67.1
26490,OH,UNION SQUARE,0,-4,-4
39496,OH,UNION SQUARE APARTMENTS,0,0,100
21949,OH,UNITED NORTH SCHOOL HOMES,0,50,50
33419,OH,UNITED NORTH SCHOOL HOMES II,0,-4,-4
14186,OH,UNIVERSITY TOWER APARTMENTS,0,0,100
4076,OH,UPTOWN ARTS I APARTMENTS,0,55.3,44.7
16602,OH,URBAN HOLLOW,0,-4,-4
19387,OH,URBANA VILLAGE NORTH,0,0,100
3122,OH,URSULA PARK,0,30.6,69.4
37265,OH,VALERIE APARTMENTS,0,-4,-4
20956,OH,VALLEY BRIDGE,0,51.4,48.6
7755,OH,VALLEY GREENE,0,-4,-4
15443,OH,VALLEY VIEW PLACE,0,55.9,44.1
20324,OH,VALLEYVIEW PHASE I,0,80.6,19.4
7803,OH,VALLEYVIEW PHASE II,0,83.6,16.4
20954,OH,VALLEYVIEW VILLAGE,0,-4,-4
5066,OH,VAN BUREN VILLAGE PSH,0,-4,-4
39573,OH,VANCE STREET APARTMENTS,0,-4,-4
23814,OH,VANDALIA APARTMENTS,0,0,100
9648,OH,VANDALIA ASSOCIATES,0,-4,-4
24594,OH,VANSANT COMMONS,0,0,100
10598,OH,VICTORIA PLACE,0,-4,-4
9743,OH,VICTORIAN HERITAGE,0,0,100
14231,OH,VIENNA WOODS,0,78.8,21.2
25948,OH,VIENNA WOODS II,0,69,31
21891,OH,VIEWPOINT APARTMENTS,0,25.7,74.3
5007,OH,VILLA SERENA,0,4.6,95.4
3285,OH,VILLA ST. ROSE OF KIRBY MANOR,0,55.5,44.5
37806,OH,VILLAGE AT ANNA DEAN,0,68.3,31.7
36743,OH,VILLAGE AT TOWN CENTER,0,77.1,22.9
20279,OH,VILLAGE GREEN APARTMENTS,0,24.3,75.7
20217,OH,VILLAGE GREEN APARTMENTS,0,24.3,75.7
35346,OH,VILLAGE GREEN APARTMENTS,0,24.3,75.7
35387,OH,VILLAGE GREEN APARTMENTS,0,24.3,75.7
27164,OH,VILLAGE PARK APARTMENTS,0,-4,-4
9866,OH,VILLAGE SQUARE APARTMENTS,0,43.3,56.7
36578,OH,VILLAGE SQUARE TOWNHOUSES,0,-4,-4
27786,OH,"VILLAGES AT FRANKLIN CROSSING, THE",0,8.8,91.2
3396,OH,VILLAS AT WINDHAM BRIDGE,0,-4,-4
28259,OH,VILLAS OF CORTLAND CREEK,0,-4,-4
32470,OH,VILLAS OF THE VALLEY,0,52.4,47.6
5063,OH,VILLAS OF THE VALLEY - PHASE II,0,57.1,42.9
36742,OH,VILLAS OF WAYNE TRAIL,0,-4,-4
25904,OH,VINE STREET COMMUNITY PROJECT,0,44,56
13556,OH,VINTON GREEN,0,0,100
26059,OH,VISTULA BUILDING,0,-4,-4
9649,OH,VISTULA HERITAGE VILLAGE,0,-4,-4
37320,OH,VISTULA HERITAGE VILLAGE II,0,-4,-4
24592,OH,VOEGELE BUILDING,0,40.9,59.1
3292,OH,WADE CHATEAU APARTMENTS,0,-4,-4
37262,OH,WAGGONER WOODS,0,50,50
20899,OH,WALNUT COURT SENIOR APARTMENTS,0,0,100
28257,OH,WALNUT CREEK TOWNHOMES,0,-4,-4
19341,OH,WALNUT HILL APARTMENTS,0,-4,-4
37803,OH,WALNUT HILLS APARTMENTS,0,-4,-4
14293,OH,WAPAKONETA VILLAGE,0,-4,-4
28059,OH,WARNER HOUSE,0,0,100
9746,OH,WARREN ELDERLY HOMES II,0,74.2,25.8
14232,OH,WARREN ELDERLY HOMES II,0,74.2,25.8
33358,OH,WARREN FIRST HOMES,0,66.7,33.3
14131,OH,WARREN HEIGHTS APARTMENTS,0,0,100
20852,OH,WARREN HOMES II,0,65,35
26003,OH,WARREN HOMES III,0,77.5,22.5
20903,OH,WARREN NEIGHBORHOOD REDEVELOPMENT,0,55,45
23771,OH,WARRENSVILLE COMMUNITY APARTMENTS,0,-4,-4
37807,OH,WASHINGTON ARMS,0,0,100
20953,OH,WASHINGTON COURT APARTMENTS II,0,0,100
35335,OH,WASHINGTON COURT APARTMENTS II,0,0,100
26539,OH,WASHINGTON COURT APARTMENTS II,0,0,100
26055,OH,WASHINGTON COURT HOUSE APARTMENTS,0,-4,-4
7907,OH,WASHINGTON HOMES EAST,0,64.7,35.3
32467,OH,WASHINGTON PARK ESTATES,0,0,100
8193,OH,WASHINGTON SCHOOL,0,57.1,42.9
25852,OH,WASHINGTON SQUARE,0,53.8,46.2
2385,OH,WASHINGTON SQUARE HOMES II,0,-4,-4
13548,OH,WATERFORD,0,76.1,23.9
14179,OH,WATERFORD II,0,85.1,14.9
685,OH,WATERFORD PLACE,0,70,30
9692,OH,WATERFORD TOWNHOMES,0,61,39
3111,OH,WATERMARK SENIOR APARTMENTS,0,67.5,32.5
20277,OH,WATERS EDGE OF SYRACUSE,0,0,100
14286,OH,WATERSTONE PLACE,0,16.9,83.1
25957,OH,WAUSEON SENIOR VILLAGE,0,-4,-4
21950,OH,WAVERLY MANOR,0,-4,-4
14189,OH,WAYNE CROSSING,0,35.4,64.6
27106,OH,WAYNE HILLS,0,7.4,92.6
30803,OH,WC SUMMER TREE TERRACE,0,25,75
25895,OH,WC SUMMER TREE TERRACE,0,25,75
4798,OH,WEBSTER GREENE,0,58.3,41.7
26487,OH,WEINLAND PARK HOMES,0,-4,-4
24590,OH,WELLINGTON PLACE,0,-4,-4
16486,OH,WELLINGTON VILLAGE,0,-4,-4
16643,OH,WELLNESS VILLAGE AT MIDWAY,0,-4,-4
39566,OH,WELLS MANOR APARTMENTS,0,0,100
30751,OH,WELLSTON MANOR,0,-4,-4
21901,OH,WELLSTON MANOR,0,-4,-4
31747,OH,WELLSTON PRIDE MANOR,0,-4,-4
10596,OH,WELLSTON VILLA APARTMENTS,0,-4,-4
3241,OH,WESLEY COMMONS,0,77.8,22.2
3284,OH,WESLEY ESTATES,0,0,100
14182,OH,WESLEY VILLAGE,0,81,19
21951,OH,WESLEY VILLAGE II,0,74.2,25.8
16488,OH,WESLEY YARD,0,71.7,28.3
26005,OH,WEST AKRON HOMES,0,70.3,29.7
33416,OH,WEST ALEX VILLAGE,0,0,100
3069,OH,WEST CENTRAL HOMES,0,50,50
36589,OH,WEST LAFAYETTE TOWNHOMES,0,70,30
8974,OH,WEST LAFAYETTE TOWNHOMES,0,70,30
20907,OH,WEST SIDE HOPE VI,0,-4,-4
31739,OH,WEST SIDE HOPE VI,0,-4,-4
33308,OH,WEST UNION SQUARE,0,-4,-4
20219,OH,WESTERLY I,0,72.1,27.9
30696,OH,WESTERLY II,0,64.7,35.3
19233,OH,WESTERLY III,0,59.8,40.2
16653,OH,WESTERN MANOR APARTMENTS,0,0,100
35285,OH,WESTERVILLE SENIOR HOUSING,0,-4,-4
3121,OH,WESTERVILLE WOODS SENIOR HOUSING,0,60.3,39.7
15442,OH,WESTGATE GARDEN APARTMENTS,0,-4,-4
15334,OH,WESTHAVEN,0,43.5,56.5
39533,OH,WESTWAY GARDENS APARTMENTS,0,0,100
32416,OH,WESTWOOD SENIOR APARTMENTS,0,100,0
37856,OH,WESTWOOD VILLAGE,0,30,70
36323,OH,WHEATLAND CROSSING,0,57.1,42.9
30693,OH,WHEELERSBURG SENIOR VILLAGE,0,-4,-4
20901,OH,WHISPERING HILLS APARTMENTS,0,0,100
39613,OH,WHISPERING PINES APARTMENTS,0,-4,-4
38531,OH,WHITE POND VILLA,0,22.6,77.4
4066,OH,WHITEHALL SENIOR HOUSING,0,-4,-4
7807,OH,WHITEHOUSE SQUARE SENIOR VILLAGE,0,-4,-4
33312,OH,WHITEHOUSE SQUARE TOWNHOMES,0,-4,-4
32466,OH,WHITMORE ARMS APARTMENTS,0,0,100
13545,OH,WHITNEY YOUNG ESTATES,0,-4,-4
39577,OH,WHITTIER LANDING,0,60,40
20851,OH,WILBETH-ARLINGTON HOMES,0,0,100
10597,OH,"WILDS AT HARVEST ROSE, THE",0,25,75
36430,OH,WILDWOOD VILLAGE APARTMENTS,0,16.2,83.8
32521,OH,WILLARD APARTMENTS,0,-4,-4
21895,OH,WILLIAM PRESSER TOWERS,0,-4,-4
3170,OH,WILLIAMSBURG SQUARE,0,-4,-4
33414,OH,WILLOUGHBEACH TERRACE,0,-4,-4
30698,OH,WILLOW ARMS APARTMENTS,0,31.9,68.1
16545,OH,WILLOW BEND TOWNHOMES,0,38.2,61.8
33366,OH,WILLOW CREEK VILLAGE,0,-4,-4
26388,OH,WILLOW LAKES APARTMENTS,0,54.2,45.8
28112,OH,WILLOWBROOK SENIOR HOMES,0,79.4,20.6
31642,OH,WILLOWS OF SPRINGDALE,0,77.1,22.9
688,OH,WILMINGTON APARTMENTS,0,72.2,27.8
30794,OH,WILSHIRE PLACE,0,-4,-4
19333,OH,WINBERI PLACE,0,30,70
5068,OH,WINCHESTER LAKES,0,100,0
3113,OH,WIND RIDGE APARTMENTS,0,84.5,15.5
20897,OH,WIND ROSE,0,27.3,72.7
37864,OH,WINDCLIFF VILLAGE PHASE II,0,-4,-4
37859,OH,WINDSOR HEIGHTS,0,0,100
36744,OH,WINDSOR PLACE,0,-4,-4
23815,OH,WINDY KNOLL APARTMENTS,0,-4,-4
39537,OH,WINGATE AT BELLE MEADOWS,0,67.5,32.5
20952,OH,WINTON ON LORAIN,0,0,100
31798,OH,WOOD VILLAGE,0,55.8,44.2
9867,OH,WOODBURN POINTE,0,-4,-4
14294,OH,WOODLAND PARK APARTMENTS,0,-4,-4
3070,OH,WOODLANDS ON LAFAYETTE,0,68.2,31.8
4071,OH,WOODRUFF VILLAGE APARTMENTS,0,0,100
39568,OH,WOOSTER FAMILY HOUSING,0,55.3,44.7
23767,OH,WORLEY TERRACE,0,-4,-4
3393,OH,WP HOMES,0,-4,-4
21013,OH,WP HOMES,0,-4,-4
9745,OH,WP HOMES,0,-4,-4
19284,OH,WRIGHT CYCLE SENIORS APARTMENTS,0,69.9,30.1
20226,OH,WYANDOT SQUARE APARTMENTS,0,-4,-4
36324,OH,XENA PLACE,0,-4,-4
33307,OH,YMCA OF CENTRAL OHIO,0,98.5,1.5
7802,OH,YMCA OF CENTRAL OHIO,0,98.5,1.5
14285,OH,YORKTOWN VILLAGE,0,-4,-4
28111,OH,YORKTOWN VILLAGE II,0,-4,-4
33412,OH,YORKVIEW APARTMENTS,0,0,100
33363,OH,YOUNGSTOWN CHOICE HOMES II,0,75.7,24.3
30743,OH,YOUNGSTOWN CHOICE HOMES III,0,65.8,34.2
5059,OH,YOUNGSTOWN CHOICE HOMES IV,0,-4,-4
25901,OH,YOUNGSTOWN CHOICE HOMES V,0,-4,-4
9869,OH,YOUNGSTOWN CHOICE HOMES VI,0,-4,-4
14136,OH,YOUNGSTOWN JUBILEE HOMES III,0,74.3,25.7
39614,OH,YOUNGSTOWN JUBILEE HOMES IV,0,-4,-4
9701,OH,YOUNGSTOWN JUBILEE HOMES V,0,-4,-4
21947,OH,YWCA COLUMBUS,0,30.4,69.6
15486,OH,"YWCA OF CANTON, OHIO, INC.",0,100,0
7801,OH,YWCA OF HAMILTON APARTMENTS,0,-4,-4
31696,OH,YWCA OF TOLEDO,0,30.8,69.2
25853,OH,YWCA OF YOUNGSTOWN,0,-4,-4
31639,OH,ZACHARY'S CROSSING,0,-4,-4
36434,OH,ZANESVILLE FAMILY HOMES II,0,58,42
5058,OH,ZANESVILLE HISTORIC,0,-4,-4
27214,OK,"ADA HEIGHTS, LP",0,60.4,39.6
31846,OK,"ADA MEADOWS, LP",0,-4,-4
30853,OK,"ADA SQUARE, L.P.",0,39.3,60.7
21061,OK,AFTON VILLAGE,0,-4,-4
21107,OK,ALDRIDGE ACCOMMODATED LIVING,0,-4,-4
37373,OK,ALPACA RANCH RETIREMENT CENTER,0,-4,-4
7916,OK,AMBER COURT DBA SAVANNAHPARK OF HOLDENVI,0,-4,-4
28370,OK,ANADARKO VILLAGE APARTMENTS,0,-4,-4
9021,OK,ANDROS VILLAGE,0,-4,-4
9970,OK,APPLE RIDGE SENIORS,0,-4,-4
14342,OK,APPLE VILLAGE AKA CR EDMOND/COFFEE CREEK,0,22.2,77.8
33517,OK,APPLEGATE VILLAGE APARTMENTS,0,-4,-4
21109,OK,ARCHWOOD APARTMENTS,0,-4,-4
22007,OK,ARDMORE AFFORDABLE HOUSING,0,-4,-4
32575,OK,AREAWIDE / MA ELDERLY CENTER,0,61,39
9971,OK,ARROWHEAD VILLAGE,0,-4,-4
12828,OK,ASHBROOKE PLACE APARTMENTS,0,81.1,18.9
13300,OK,ASHFORD PLACE,0,72.1,27.9
3443,OK,ASHTON ON THE GREENS,0,64.9,35.1
32574,OK,AUSTIN HEIGHTS APARTMENTS,0,52.8,47.2
9031,OK,AUTUMN BROOKE APARTMENTS,0,-4,-4
12682,OK,AUTUMN CREEK VILLAS,0,40,60
26107,OK,AUTUMN CREEK VILLAS PHASE II,0,-4,-4
32579,OK,AUTUMN PARK,0,-4,-4
23876,OK,AUTUMN RIDGE APARTMENTS,0,65,35
16700,OK,AUTUMN WOODS APARTMENTS,0,17.2,82.8
37965,OK,AVONDALE ESTATES,0,65.5,34.5
27212,OK,BENTLY VILLAGE APARTMENTS AKA,0,-4,-4
23877,OK,BERRYHILL APARTMENTS,0,-4,-4
16655,OK,BIG FIVE ARDMORE APARTMENTS,0,-4,-4
19439,OK,BIRCHWOOD PLACE APTS DBA SAVANNAHPARK OF,0,-4,-4
26109,OK,BLACK MESA APARTMENTS,0,-4,-4
36327,OK,BLUE QUAIL APARTMENTS AKA GARLAND SQUARE,0,100,0
2438,OK,BOCAGE APARTMENTS,0,72.3,27.7
36331,OK,BOOMER CREEK APARTMENTS,0,55.6,44.4
19394,OK,BOOMER CREEK APARTMENTS II,0,70.5,29.5
