ID,STATE,PROPERTYNAME,UNITS_RNTASSTNCE_MSNG_PCT,UNITS_RNTASSTNCE_RPTD_0_PCT,UNITS_RNTASSTNCE_RPTD_GRT0_PCT
35772,GA,SPRING GARDENS APARTMENTS,0,-4,-4
40665,GA,SPRING HAVEN APARTMENTS,0,-4,-4
7414,GA,SPRING HOLLOW APARTMENTS,0,100,0
28733,GA,SQUARE AT PEOPLESTOWN,0,45,55
18207,GA,ST. CHARLES PLACE,0,-4,-4
26916,GA,ST. PHILLIP VILLAS,0,-4,-4
12896,GA,STARLIGHT PLACE,0,100,0
35774,GA,STATESBORO SUMMIT,0,0,100
39149,GA,STERLING AT CANDLER VILLAGE,0,0,100
35716,GA,STERLING PLACE (2013-027),0,-4,-4
28789,GA,STONE RIDGE APARTMENTS,0,-4,-4
15810,GA,STONY RIDGE APARTMENTS,0,100,0
22955,GA,STRATFORD COURT DBA MAINSTREET WINDER,0,-4,-4
19887,GA,SUMMER BREEZE PARK,0,100,0
24257,GA,SUMMER TRACE,0,-4,-4
199,GA,SUMMERVILLE GARDENS,0,-4,-4
4367,GA,SUMTER STREET STATION,0,100,0
16109,GA,SUNSET POINTE,0,100,0
29616,GA,SUSTAINABLE FELLWOOD,0,32.9,67.1
25042,GA,SUSTAINABLE FELLWOOD PHASE II,0,24.7,75.3
11225,GA,SUSTAINABLE FELLWOOD PHASE III,0,28,72
1437,GA,SUWANEE HOUSE,0,100,0
18892,GA,SWEETWATER TERRACES FKA BELMONT-DULUTH,0,84.8,15.2
40756,GA,TALBOT VILLAGE APARTMENTS (NEW),0,-4,-4
35768,GA,TALL PINES APARTMENTS,0,-4,-4
38990,GA,TALLOKAS POINTE APARTMENTS,0,-4,-4
38989,GA,TAN YARD BRANCH APARTMENTS I,0,-4,-4
8679,GA,TAN YARD BRANCH II APTS (NEW),0,-4,-4
202,GA,TANGLEWOOD APARTMENTS,0,-4,-4
38992,GA,TARA ARMS APARTMENTS,0,51.4,48.6
7470,GA,TATTNALL PLACE,0,69,31
40715,GA,TATTNALL PLACE,0,69,31
6786,GA,TAYLOR VILLAGE,0,100,0
13165,GA,TELFAIR ARMS,0,-4,-4
7368,GA,TERRACE AT EDINBURGH,0,83.1,16.9
34531,GA,TERRACES AT HIGHBURY COURT FKA HIGHBURY COURT,0,42.6,57.4
18888,GA,TERRACES AT PARKVIEW,0,18.2,81.8
11442,GA,TERRACES AT THE PARK FKA MERIWETHER PH III,0,-4,-4
35776,GA,THE BREAKERS AT TRION,0,100,0
40664,GA,THE EXCHANGE,0,-4,-4
24354,GA,THE FIELDS MCEVER FKA LANIER AT MCEVER,0,-4,-4
18835,GA,THE FOREST APARTMENTS I AND II,0,-4,-4
28740,GA,THE FOREST APARTMENTS III,0,-4,-4
22473,GA,THE GARDENS (YOUNG HARRIS),0,100,0
23722,GA,THE GARDENS APARTMENTS,0,100,0
40709,GA,THE GROVE,0,100,0
22472,GA,THE GROVE AT OAKMONT,0,-4,-4
2046,GA,THE GROVES APARTMENTS,0,100,0
19830,GA,THE GROVES PLACE (2014-008),0,-4,-4
189,GA,THE LEGACY AT WALTON MILL FKA POPLAR POINTE,0,-4,-4
6308,GA,THE LIFE AT WEST COBB/CASWYCK TRAIL APTS,0,88.9,11.1
30463,GA,THE LODGE ON MARSEN AKA SEQUOYAH VILLAGE,0,-4,-4
2043,GA,THE OVERLOOK,0,100,0
30296,GA,THE PARK AT CARRIGAN FKA THE PARK AT HAIRSTON,0,77.8,22.2
24305,GA,THE PARK AT CASTLETON/ PRESERVE @ BENT CREEK,0,54,46
40707,GA,THE PARK AT LEEDS FKA EPIC BROOKSIDE,0,63.1,36.9
36256,GA,THE PARK AT NETHERLEY FKA SHANNON LAKE APTS,0,68.2,31.8
7367,GA,THE PARKTON FKA ORCHARD LANE APARTMENTS,0,-4,-4
12227,GA,THE PINES AT WESTDALE,0,79.1,20.9
18108,GA,THE PRESERVE AT COLLIER RIDGE (DOGWOOD APTS),0,52.8,47.2
25044,GA,THE PRESERVE AT NEWPORT,0,100,0
29574,GA,THE REMINGTON,0,-4,-4
33936,GA,THE RESERVE AT HAMPTON,0,100,0
2090,GA,THE RESIDENCES AT WEST HAVEN,0,-4,-4
40659,GA,THE RIVERS,0,0,100
40661,GA,THE STATION AT RICHMOND HILL,0,43.7,56.3
6830,GA,THE VIEW AKA MOUNTAIN VIEW SENIOR RESIDENCES,0,-4,-4
38888,GA,THE VIEW AT OGLETHORPE I AKA HITCH PHASE I,0,-4,-4
24298,GA,THE VIEW AT OGLETHORPE II AKA HITCH PHASE II,0,29.1,70.9
17627,GA,THE VIEW AT SUGARLOAF AKA TANGLEWOOD HEIGHTS,0,67.7,32.3
22477,GA,THE VILLAGE AT WALKERS BEND,0,-4,-4
197,GA,THE VILLAGE AT WINDING RD II,0,100,0
17682,GA,THE VILLAGE OF BEN HILL,0,100,0
39153,GA,THE VILLAS AT LAKEWOOD FKA AMAL HEIGHTS,0,33.3,66.7
23733,GA,THE VININGS AT OXFORD,0,78.7,21.3
36306,GA,THOMSON VILLAS,0,59.3,40.7
31300,GA,THREE RIVERS GARDEN FKA MEADOW LANE,0,-4,-4
11124,GA,TIFTON ESTATES,0,-4,-4
6360,GA,TIMBERFALLS APARTMENTS,0,-4,-4
1450,GA,TINDALL FIELDS I,0,-4,-4
17632,GA,TINDALL SENIORS TOWERS,0,-4,-4
23729,GA,TOBIE GRANT SR. D/B/A RESERVE AT MILLS CREEK,0,-4,-4
7462,GA,TOCCOA FERN POINT,0,100,0
24352,GA,TORI PINES,0,-4,-4
17634,GA,TOWER AT DORSEY MANOR,0,-4,-4
8721,GA,TOWN CENTER HEIGHTS/THE LEGACY @ WALTON HGTS,0,-4,-4
7420,GA,TOWNE POINTE,0,37.1,62.9
30407,GA,TOWNE WEST MANOR,0,78.2,21.8
24253,GA,TRESTLETREE VILLAGE APARTMENTS,0,-4,-4
12222,GA,TRINITY TOWERS,0,-4,-4
34528,GA,TRINITY WALK PHASE I,0,-4,-4
17679,GA,TRINITY WALK PHASE II,0,-4,-4
22954,GA,TUCKER COTTAGES FKA AZALEA MILL COTTAGES,0,-4,-4
22952,GA,TUSCANY VILLAGE,0,-4,-4
13170,GA,TWIN OAKS,0,-4,-4
40705,GA,UNION HILL APARTMENTS,0,0,100
28730,GA,VALLEY RIDGE APARTMENTS,0,-4,-4
30508,GA,VENTNOR PARK,0,-4,-4
22465,GA,VERANDA @ AUBURN POINT II,0,-4,-4
1440,GA,VERANDA AT AUBURN POINT,0,36.1,63.9
36309,GA,VERANDA AT AUBURN POINTE III,0,0,100
40657,GA,VERANDA AT COLLEGETOWN (FKA HARRIS HOMES),0,-4,-4
33838,GA,VERANDA AT MIDTOWN,0,-4,-4
11170,GA,VERANDA AT SCHOLARS LANDING,0,-4,-4
1451,GA,VERANDA CARVER,0,-4,-4
25035,GA,VERANDA VILLAGE,0,100,0
35823,GA,VERANDAH APARTMENTS,0,0,100
7419,GA,VILLAGE AT BLACKSHEAR,0,0,100
312,GA,VILLAGE AT CHICKAMAUGA,0,100,0
15961,GA,VILLAGE AT WEDGEWOOD,0,-4,-4
12223,GA,VILLAGE AT WINDING ROAD,0,-4,-4
38995,GA,VILLAGE GREEN APARTMENTS,0,-4,-4
24997,GA,VILLAGE HIGHLANDS APARTMENTS,0,61.6,38.4
40656,GA,VILLAGE OF COLLEGE PARK,0,64.4,35.6
16108,GA,VILLAGE ON PARK,0,-4,-4
22470,GA,VILLAGE SQUARE APARTMENTS,0,0,100
39000,GA,VILLAGES AT CARVER I FKA CARVER REDEV. PHAS I,0,100,0
18154,GA,"VILLAGES AT CARVER, PHASE V",0,100,0
1443,GA,VILLAGES AT CASTLEBERRY HILL - JOHN HOPE HOME,0,100,0
8628,GA,VILLAGES AT CASTLEBERRY HILL PHASE II,0,100,0
4375,GA,VILLAS OF FRIENDLY HEIGHTS,0,-4,-4
18894,GA,VILLAS ON FORSYTH,0,-4,-4
200,GA,VINEYARDS OF BROWNS MILLS,0,25.5,74.5
23724,GA,VINEYARDS OF FLAT SHOALS,0,70.3,29.7
2086,GA,WALNUT SQUARE,0,-4,-4
7317,GA,WALTON OAKS FAMILY 2,0,57.6,42.4
19829,GA,WALTON RESERVE APARTMENTS,0,32.4,67.6
40662,GA,WALTON RIDENOUR APARTMENTS,0,68.4,31.6
36301,GA,WALTON SUMMIT II,0,-4,-4
2089,GA,WALTON VILLAGE APARTMENTS,0,45.1,54.9
16114,GA,WARE HOTEL,0,-4,-4
2045,GA,WARE MANOR APARTMENTS,0,0,100
23732,GA,WARING APARTMENTS AKA WARING I,0,72.5,27.5
1459,GA,WARING APARTMENTS II,0,-4,-4
31402,GA,WARM SPRINGS APTS (NEW),0,-4,-4
35771,GA,WASHINGTON ESTATES,0,-4,-4
18887,GA,WASHINGTON ESTATES II,0,100,0
6351,GA,WASHINGTON PLACE APARTMENTS,0,-4,-4
34525,GA,WATER TOWER PARK SR VILLAGE,0,-4,-4
17633,GA,WATERFORD ESTATES (FKA SHANNON ESTATES),0,-4,-4
19786,GA,WAVERLY TERRACE SENIOR APTS,0,-4,-4
18893,GA,WAYS STATION APARTMENTS,0,-4,-4
6306,GA,WELLINGTON RIDGE APARTMENTS,0,69.6,30.4
30458,GA,WESLEY CLUB APARTMENTS,0,71.4,28.6
27568,GA,WEST CLUB APARTMENTS,0,25.7,74.3
30466,GA,WEST END HOUSING DVLP AKA OGLETHORPE PLACE,0,-4,-4
11439,GA,WEST HAVEN SENIOR VILLAGE,0,-4,-4
23730,GA,WESTOVER PLACE,0,-4,-4
24353,GA,WESTPORT VILLAGE,0,100,0
17675,GA,WESTVIEW APARTMENTS,0,0,100
30461,GA,WESTVIEW LOFTS,0,100,0
31301,GA,WESTWOOD CLUB APARTMENTS,0,67.9,32.1
18205,GA,WHISPERING OAKS,0,34.3,65.7
17677,GA,WHISPERING OAKS,0,34.3,65.7
6783,GA,WHITE CIRCLE PH 1,0,67.6,32.4
33941,GA,WHITEHALL COMMONS,0,100,0
2042,GA,WHITEHALL MANOR,0,100,0
6305,GA,WHITEWATER VILLAGE,0,0,100
28781,GA,WILDRIDGE,0,-4,-4
7418,GA,WILDWOOD APARTMENTS,0,43.7,56.3
6353,GA,WILDWOOD APTS (NEW),0,59.2,40.8
12904,GA,WILDWOOD VILLAS I,0,100,0
12902,GA,WILDWOOD VILLAS II,0,35.3,64.7
7412,GA,WILLINGHAM VILLAGE I,0,14.8,85.2
33935,GA,WILLOW APTS,0,64.5,35.5
7417,GA,WILLOWPEG LANE APARTMENTS,0,-4,-4
18162,GA,WILLOWPEG VILLAGE APARTMENTS,0,-4,-4
1436,GA,WILLOWS AT CUMMINGS,0,-4,-4
12221,GA,WILSON HOMES,0,-4,-4
40660,GA,WINDOVER MANOR,0,66,34
11215,GA,WINDSOR APARTMENTS,0,-4,-4
18113,GA,WINDSOR COURT,0,-4,-4
1456,GA,WINDSOR LAKE LLC FKA WINDSOR LAKE SENIOR APTS,0,50,50
31346,GA,WINDWOOD VILLAS APARTMENTS,0,-4,-4
12895,GA,WISTERIA GARDENS OF NEWNAN,0,100,0
22424,GA,WISTERIA PLACE OF MABLETON,0,100,0
7357,GA,WOOD VALLEY APTS - THOMASVILLE,0,0,100
31355,GA,WOODBRIDGE AT PARKWAY VILLAGE AKA/ASHTON SENI,0,7.3,92.7
4532,GA,WOODLAKE CLUB APARTMENTS,0,-4,-4
16113,GA,WOODLAND APARTMENTS,0,-4,-4
19882,GA,WOODLAND TERRACE,0,56.7,43.3
1453,GA,WOODLAND TERRACE APTS (NEW),0,57.1,42.9
6781,GA,WOODLANDS AT MONTGOMERY,0,100,0
30457,GA,WOODLAWN PARK APARTMENTS,0,58.8,41.2
6733,GA,WOODLAWN SENIOR VILLAGE,0,-4,-4
34582,GA,WOODLAWN TERRACE,0,-4,-4
18109,GA,WOODPINE WAY,0,73.2,26.8
193,GA,WOODSIDE VILLAGE APARTMENTS,0,92.4,7.6
38893,GA,WOODSTONE APARTMENTS,0,-4,-4
18840,GA,WOODVALE APARTMENTS III,0,0,100
13217,GA,WOODVALE I,0,-4,-4
34524,GA,WOODVALE II,0,-4,-4
31401,GA,WOODWARD PARK APTS AKA VIENNA HOUSING,0,-4,-4
38887,GA,YESTER OAKS APARTMENTS,0,-4,-4
12955,GU,IRONWOOD ESTATE,46.3,0,53.7
8723,GU,IRONWOOD GLEN,62.4,0,37.6
11269,GU,IRONWOOD HEIGHTS,63.9,0,36.1
11268,GU,IRONWOOD HEIGHTS II,65,0,35
16116,GU,IRONWOOD MANOR,63,0,37
34584,GU,IRONWOOD VILLA DEL MAR,32,30,38
31404,GU,"SUMMER GREEN DE, LLC",100,0,0
8724,GU,"SUMMER HOMES DE, LLC",100,0,0
38894,GU,"SUMMER TOWN ESTATES DE, LLC",100,0,0
24407,GU,"SUMMER TOWN ESTATES II DE, LLC",100,0,0
8722,GU,"SUMMER TOWN ESTATES III DE, LLC",100,0,0
23011,HI,BIRCH STREET APTS,-4,67.3,-4
12994,HI,E KOMO MAI APTS,-4,-4,63.6
31408,HI,EWA VILLAGES PHASE I,0,-4,-4
30510,HI,EWA VILLAGES PHASE II,0,-4,-4
23006,HI,EWA VILLAGES PHASE III,0,-4,-4
23007,HI,FRANCISCAN VISTAS EWA,-4,84.6,-4
19934,HI,HALE MOHALU,10,78.5,11.5
12993,HI,HALE O'HAUOLI,0,0,100
16118,HI,HALE WAI VISTA PHASE I,13.3,44.6,42.2
6838,HI,HALE WAI VISTA PHASE II,11.4,55.3,33.3
13263,HI,HALEKAUWILA PLACE,-4,87.7,-4
36355,HI,HAUSTEN GARDENS LP,-4,-4,92.9
25093,HI,HILO MAILE TERRACE,-4,-4,-4
7471,HI,HONUAKAHA,0,81.3,18.7
24412,HI,HUALALAI ELDERLY PHASE I,0,0,100
26923,HI,HUALALAI ELDERLY PHASE II,-4,0,-4
11272,HI,HUALALAI ELDERLY PHASE III,0,0,100
34628,HI,IMI IKENA APARTMENTS,0,44.4,55.6
18896,HI,IWIOLE HALE,0,100,0
2094,HI,KAHUKU ELDERLY HAUOLI HALE,0,0,100
38895,HI,KAHULUI TOWN TERRACE,-4,60.6,-4
22522,HI,KALAKAUA VISTA,-4,68.4,-4
6836,HI,KALANI GARDENS,-4,67.3,-4
7514,HI,KALANI GARDENS,-4,67.3,-4
3876,HI,KALEPA VILLAGE PHASE 3,0,60,40
23010,HI,KALEPA VILLAGE PHASE IIB,0,60,40
1464,HI,KALUANUI SENIOR APTS,-4,54.8,-4
25096,HI,KAMAKANA KUPUNA,-4,61.3,-4
24413,HI,KAMAKANA OHANA,-4,58.1,-4
35830,HI,KAMANA ELDERLY HOUSING,-4,-4,78.7
6839,HI,KAMUELA SENIOR HOUSING,-4,0,-4
40760,HI,KANEOHE ELDERLY,0,0,100
29676,HI,KANIKO'O PHASE II,0,-4,-4
18210,HI,KAPOLEI LOFTS,6.5,93.5,0
29671,HI,KAUHALE OLU PHASES I II AND III,-4,0,-4
19932,HI,KE KUMU EKAHI,-4,85.1,-4
7474,HI,KEAHUMOA PLACE PHASE I,-4,93.3,-4
31450,HI,KEAHUMOA PLACE PHASE II,-4,91.9,-4
17730,HI,KEAHUMOA PLACE PHASE III,0,-4,-4
3877,HI,KEKUILANI GARDENS,-4,-4,94.3
26922,HI,KEWALO APARTMENTS,0,-4,-4
35829,HI,KINAU VISTA,0,56.5,43.5
22523,HI,KINOOLE SENIOR RESIDENCES,0,0,100
24410,HI,KOLOA HALE OHANA APTS,0,0,100
17729,HI,KOLOPUA PRINCEVILLE,-4,-4,62
11271,HI,KOLOPUA PRINCEVILLE,-4,-4,62
38896,HI,KOOLOAULA PHASE I,-4,89.9,-4
33942,HI,KOOLOAULA PHASE II,-4,87.8,-4
29670,HI,KUHIO PARK TERRACE   TOWER A AND B,-4,68.8,-4
18937,HI,KUKUI GARDENS MAKAI,5.5,73.6,20.8
26921,HI,KULANA HALE,-4,53.7,-4
24408,HI,KULANAKAUHALE MALUHIA O NA KUPUNA,0,35.3,64.7
36352,HI,KULANAKAUHALE MALUHIA O NA KUPUNA,0,35.3,64.7
6457,HI,LAHAINA HONOKOWAI VILLA APTS,-4,0,-4
36356,HI,LINCOLN COURTSIDE ASSOCIATES,0,-4,-4
34627,HI,LOKAHI APARTMENTS,5.1,79.1,15.8
34587,HI,LOKENANI HALE APTS AKA S WAILUKU SENIOR LIVING LP,0,65.6,34.4
29673,HI,MANANA GARDENS,0,76.1,23.9
13264,HI,MAUNAKEA PALMS LIMITED PARTNERSHIP,-4,-4,98.1
35831,HI,MAUNALOA VISTAS,0,-4,-4
29672,HI,MEHEULA VISTA PHASE 1,-4,72,-4
11491,HI,MEHEULA VISTA PHASE II,-4,82.7,-4
11492,HI,MOHOULI HEIGHTS SENIOR NEIGHBOR PHASE I,0,0,100
31449,HI,MOHOULI HEIGHTS SENIOR PHASE 2,0,0,100
11270,HI,MOKUOLA VISTA,-4,71.4,-4
19931,HI,NA LEI HULU KUPUNA,-4,-4,71.6
35832,HI,NANI MAUNALOA,-4,50.9,-4
23008,HI,OULI EKAHI,0,-4,-4
12996,HI,PAANAU VILLAGE PHASE II,0,-4,-4
34585,HI,PALEHUA TERRACE,0,86.7,13.3
6458,HI,PALEHUA TERRACE 2,-4,81.3,-4
22519,HI,PALOLO HOMES,4.6,48.2,47.2
3875,HI,PIIKOI VISTA,0,70.2,29.8
22520,HI,RICE CAMP KANIKO'O,0,40.7,59.3
11494,HI,RIVER PAUAHI,0,0,100
17727,HI,RIVERSIDE,-4,-4,76.7
17728,HI,ROYAL KINAU APARTMENTS,-4,82.7,-4
30514,HI,SENIOR RESIDENCE AT IWILEI,-4,70.4,-4
35827,HI,SENIOR RESIDENCE AT KANEOHE B,0,-4,-4
6837,HI,THE COURTS,0,100,0
11490,HI,THE COURTYARDS AT MILILANI MAUKA,-4,75,-4
25094,HI,UWAPO ROAD APARTMENTS,-4,77.8,-4
35826,HI,VILLAS AT A'ELOA,0,-4,-4
1465,HI,VILLAS AT MALU'OHAI,9.2,76.9,13.8
29674,HI,VILLAS AT MALUOHAI,-4,75.7,-4
30511,HI,WAIMANALO APTS,-4,77.2,-4
320,HI,WAIPAHU HALL,-4,0,-4
39040,HI,WAIPAHU TOWER,-4,-4,96.8
33943,HI,WEINBERG COURT,-4,90.3,-4
24409,HI,WEINBERG COURT,-4,90.3,-4
28791,HI,WHITMORE CIRCLE APARTMENTS,-4,0,-4
6835,HI,WILDER VISTA,-4,86.8,-4
18938,HI,WILIKINA APTS,-4,-4,95.8
16117,HI,WILIKINA PARK ELDERLY,-4,-4,93.8
19933,HI,WISTERIA VISTA,-4,81.3,-4
23053,IA,10TH STREET TOWNHOMES,0,69,31
11331,IA,4TH AVENUE LOFTS,0,73.3,26.7
29778,IA,AFTON PARK APTS CRESTON PARK APTS,0,0,100
13002,IA,AFTON PARK APTS CRESTON PARK APTS,0,0,100
40860,IA,ALICE PLACE AT BOONE,0,-4,-4
22524,IA,ALICE PLACE AT WAUKEE,0,50.9,49.1
11592,IA,ANISTON VILLAGE,0,-4,-4
5696,IA,ANTLERS APTS,0,-4,-4
34999,IA,AOSSEY PLACE,0,-4,-4
40859,IA,APPLEWOOD I,0,-4,-4
11329,IA,APPLEWOOD III,0,-4,-4
335,IA,APPLEWOOD IV,0,-4,-4
7569,IA,APPLEWOOD SENIOR APTS II,0,-4,-4
33997,IA,ARBOR GLEN,0,43.8,56.3
19990,IA,ARMSTRONG APARTMENTS,0,-4,-4
13319,IA,ASBURY MEADOWS APARTMENTS,0,-4,-4
13314,IA,ASHBROOKE PHASE II,0,100,0
35928,IA,ASHTON FLATS,0,-4,-4
40861,IA,ATLANTIC SUNDANCE APARTMENTS,0,-4,-4
29388,IA,BAXTER PARK APTS,0,0,100
36353,IA,BEACON PLACE,0,-4,-4
5690,IA,BENNETT BUILDING,0,63.3,36.7
2142,IA,BERRY COURT,0,-4,-4
6509,IA,BISHOP HILL APTS,0,-4,-4
11326,IA,BISHOP'S BLOCK APTS,0,-4,-4
2148,IA,BLACK HAWK VILLAGE,0,-4,-4
2188,IA,BLAIRS FERRY LIMITED,0,50,50
31459,IA,BLAIRS FERRY SENIOR,0,-4,-4
29779,IA,BLOOMSBURY VILLAGE,0,-4,-4
30612,IA,BLUFFS APT OF FT MADISON,0,-4,-4
33999,IA,BLUFFS TOWERS APARTMENTS,0,-4,-4
33993,IA,BOONE SUNDANCE APTS,0,100,0
13265,IA,BOYER VIEW APARTMENTS,0,0,100
19991,IA,BRIARWOOD APTS,0,-4,-4
18213,IA,BROADWAY HEIGHTS APARTMENTS I,0,-4,-4
18265,IA,BROOKRIDGE APTS,0,-4,-4
39199,IA,BROOKSIDE SENIOR APTS,0,100,0
27022,IA,BROOKSIDE SR HOUSING II,0,-4,-4
23113,IA,BROWN APARTMENTS,0,-4,-4
1477,IA,BURLINGTON RIVER APARTMENTS,0,75,25
18996,IA,CALL TERMINAL II,0,39,61
17780,IA,CANDLE RIDGE APTS,0,54.2,45.8
3927,IA,CANDLERIDGE APTS OF BONDURANT,0,-4,-4
18655,IA,CANDLERIDGE APTS OF PERRY,0,0,100
336,IA,CANDLERIDGE APTS OF PERRY II,0,0,100
5737,IA,CANDLERIDGE APTS OF RUNNELLS,0,0,100
15863,IA,CANDLERIDGE APTS OF WAUKEE,0,0,100
22574,IA,CANDLERIDGE APTS OF WAUKEE II,0,0,100
24411,IA,CANTERBURY HEIGHTS,0,80.7,19.3
36411,IA,CANTERBURY PARK II APARTMENTS,0,64.6,35.4
329,IA,CANTERBURY PARK III,0,67.6,32.4
39206,IA,CANTERBURY PARK IV APARTMENTS,0,54.2,45.8
15853,IA,CAPITOL CITY DUPLEXES,0,-4,-4
22622,IA,CARNEGIE PLACE APARTMENTS,0,-4,-4
35924,IA,CASTLEWOOD APARTMENTS,0,-4,-4
31505,IA,CEDAR CREST/HICKORY PLACE,0,53.1,46.9
29725,IA,CEDAR MANOR APARTMENTS II,0,0,100
13323,IA,CEDAR MANOR APTS,0,-4,-4
34846,IA,CEDAR POND TOWNHOMES,0,75,25
28884,IA,CEDAR VIEW APARTMENTS,0,-4,-4
18267,IA,CEDARBROOKE PLACE APTS,0,71.7,28.3
28837,IA,CEDARWOOD HILLS,0,71.6,28.4
36410,IA,CENTENNIAL MANOR PARTNERS LP,0,-4,-4
33994,IA,CENTENNIAL PLACE I,0,100,0
35880,IA,CENTERVILLE SENIOR LOFTS,0,-4,-4
40813,IA,CENTRAL PLACE APTS,0,58.1,41.9
30569,IA,CENTURY PLAZA APTS,0,-4,-4
24504,IA,CHAPEL RIDGE WEST I,0,65.7,34.3
40864,IA,CHAPEL RIDGE WEST II,0,66.3,33.7
11371,IA,CHAPELRIDGE AT JOHNSTON,0,64.6,35.4
30567,IA,CHAPELRIDGE OF COUNCIL BLUFFS,0,70,30
39048,IA,CHAPELRIDGE OF MARION,0,-4,-4
25144,IA,CHESAPEAKE APTS,0,-4,-4
13315,IA,CHESAPEAKE APTS PHASE II,0,50,50
6934,IA,CHRIST THE KING SENIOR HOUSING,0,-4,-4
11328,IA,CLINTON BLOCK,0,-4,-4
334,IA,CLOVERIDGE APTS,0,0,100
38786,IA,COBBLESTONE PLACE,0,-4,-4
339,IA,COLUMBUS JUNCTION PARK,0,-4,-4
36357,IA,COMMONWEALTH SENIOR APARTMENTS,0,77.5,22.5
33998,IA,COMMUNITY BASED SERVICES SE HOUSING PROJ,0,-4,-4
17732,IA,COMMUNITY PLAZA APARTMENTS,0,0,100
6894,IA,CONCORD TERRACE,0,-4,-4
22573,IA,CORAL RIDGE APARTMENTS,0,-4,-4
5694,IA,CORINTHIAN GARDENS,0,0,100
30513,IA,CORNERSTONE COMMONS,0,-4,-4
19935,IA,CORRIDOR WOODS LIMITED PARTNERSHIP,0,50,50
23110,IA,CORRIDOR WOODS LIMITED PARTNERSHIP,0,50,50
38783,IA,COTTAGE GROVE,0,58.3,41.7
19989,IA,COTTAGES AT JOHNSTON COMMONS,0,-4,-4
2147,IA,COUNTRY CLUB APTS,0,-4,-4
17785,IA,COUNTRY CLUB VILLAGE PROJECT,0,-4,-4
5695,IA,COUNTRY HILL II APTS,0,80.9,19.1
36456,IA,COUNTRYSIDE OF CLINTON,0,-4,-4
36787,IA,COUNTRYSIDE VILLAGE OF MANCHESTER,0,0,100
6892,IA,COURT AVENUE LOFTS,0,-4,-4
6468,IA,COURT VIEW APARTMENTS,0,-4,-4
22521,IA,CRANE ARTISTS LOFTS,0,100,0
18264,IA,CRESTON PLAZA APTS I,0,100,0
1479,IA,CRESTON PLAZA APTS II,0,100,0
39049,IA,CRESTVIEW TERRACE,0,76.4,23.6
35927,IA,CRESTWOOD RIDGE APARTMENTS,0,-4,-4
33991,IA,CROSS CREEK APARTMENTS PHASE I,0,67.4,32.6
36451,IA,CROSS CREEK APARTMENTS PHASE II,0,76.8,23.2
7526,IA,CROSSWINDS,0,73.3,26.7
39207,IA,CUMBERLAND HOUSE,0,-4,-4
34995,IA,CYPRESS LOFTS,0,100,0
22621,IA,CYPRESS POINTE APTS I,0,0,100
332,IA,CYPRESS POINTE APTS II,0,-4,-4
11323,IA,DAVENPORT LOFTS,0,-4,-4
23106,IA,DEER MEADOW,0,0,100
40863,IA,DEER RIDGE APTS I,0,65.2,34.8
6891,IA,DEER RIDGE II APARTMENTS,0,-4,-4
23318,IA,DEER RIDGE III APARTMENTS,0,54.2,45.8
13318,IA,DEER RIDGE IV APARTMENTS,0,60,40
8771,IA,DEER RIDGE V APARTMENTS,0,62.5,37.5
3932,IA,DEER RIDGE VI APARTMENTS,0,57.5,42.5
35828,IA,DES MOINES GREYSTONE HOMES LP,0,100,0
36455,IA,DIAMOND SENIOR APARTMENTS OF DUBUQUE,0,-4,-4
337,IA,DIAMOND SENIOR APARTMENTS OF IOWA CITY,0,-4,-4
20037,IA,DON DUFOE APTS,0,-4,-4
9266,IA,DRAKE SCHAULAND APTS,0,-4,-4
27020,IA,EAGLE BLUFF APTS PHASE II,0,0,100
39203,IA,EAGLE BLUFF PHASE I,0,-4,-4
35882,IA,EAGLEWOOD PARK APTS,0,-4,-4
28840,IA,EAST DES MOINES REHAB,0,71.7,28.3
11544,IA,EAST VILLAGE SQUARE APARTMENTS,0,-4,-4
19988,IA,EASTLAND PARK SENIOR APTS,0,0,100
3926,IA,EASTWOOD APTS,0,-4,-4
13317,IA,EDGEWOOD APTS,0,70.5,29.5
8725,IA,ELSIE MASON MANOR,0,-4,-4
23111,IA,EMERALD HILL APARTMENTS,0,-4,-4
33996,IA,EMERSON POINT,0,68.6,31.4
18309,IA,ESW APARTMENTS,0,55.7,44.3
23117,IA,ESW APARTMENTS,0,55.7,44.3
25192,IA,ESW APARTMENTS,0,55.7,44.3
22579,IA,EVERGREEN ESTATES I,0,25,75
36458,IA,EVERGREEN ESTATES II,0,-4,-4
25194,IA,EVERGREEN MEADOWS APARTMENTS,0,-4,-4
18214,IA,FAIRFIELD PARK I APARTMENTS,0,-4,-4
31407,IA,FAIRFIELD PARK II APARTMENTS,0,-4,-4
30568,IA,FAIRMONT PINES (FKA HORIZON HOMES),0,-4,-4
36408,IA,FAIRWAY ESTATES,0,50,50
18212,IA,FB HARLAN,0,-4,-4
5692,IA,FEATHERSTONE APARTMENTS,0,21.4,78.6
31448,IA,FLETCHER ESTATES APARTMENT HOMES,0,77.1,22.9
29774,IA,FOREST VIEW APTS,0,-4,-4
1475,IA,FORT DES MOINES,0,86.2,13.8
29773,IA,FORT DES MOINES SR HOUSING,0,-4,-4
39051,IA,FOX MEADOWS APTS,0,37.5,62.5
39205,IA,FULTON PLACE,0,-4,-4
26974,IA,GARDEN VILLAGE APTS,0,-4,-4
